NAME,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN
NY CITY CENTRAL PARK,2016-01-22,6.49,0.01,0.2,0,30,21
NY CITY CENTRAL PARK,2016-01-23,15.66,2.31,27.3,5.9,27,24
NY CITY CENTRAL PARK,2016-01-24,5.82,0,0,22,35,20
NY CITY CENTRAL PARK,2016-01-25,3.36,0,0,18.9,39,28
NY CITY CENTRAL PARK,2016-01-26,6.49,0,0,16.9,48,38
NY CITY CENTRAL PARK,2016-01-27,6.71,0,0,9.1,47,34
NY CITY CENTRAL PARK,2016-01-28,4.47,0,0,5.9,42,32
NY CITY CENTRAL PARK,2016-01-29,7.83,0,0,5.9,41,30
NY CITY CENTRAL PARK,2016-01-30,6.93,0,0,5.9,39,28
NY CITY CENTRAL PARK,2016-01-31,5.14,0,0,3.9,56,36
NY CITY CENTRAL PARK,2016-02-01,5.82,0.01,0,2,59,44
NY CITY CENTRAL PARK,2016-02-02,3.58,0,0,0,50,38
NY CITY CENTRAL PARK,2016-02-03,6.49,0.73,0,0,59,42
NY CITY CENTRAL PARK,2016-02-04,5.82,0,0,0,59,44
NY CITY CENTRAL PARK,2016-02-05,8.28,0.53,2.5,1.2,44,31
NY CITY CENTRAL PARK,2016-02-06,5.59,0,0,0,40,30
NY CITY CENTRAL PARK,2016-02-07,5.37,0,0,0,47,33
NY CITY CENTRAL PARK,2016-02-08,10.51,0.05,0.1,0,39,28
NY CITY CENTRAL PARK,2016-02-09,4.03,0,0,0,36,27
NY CITY CENTRAL PARK,2016-02-10,5.82,0.01,0,0,39,31
NY CITY CENTRAL PARK,2016-02-11,10.07,0,0,0,31,18
NY CITY CENTRAL PARK,2016-02-12,6.71,0,0,0,27,15
NY CITY CENTRAL PARK,2016-02-13,12.3,0,0,0,22,6
NY CITY CENTRAL PARK,2016-02-14,6.26,0,0,0,15,-1
NY CITY CENTRAL PARK,2016-02-15,5.37,0.44,1.4,0,35,13
NY CITY CENTRAL PARK,2016-02-16,7.83,1.01,0,0,54,35
NY CITY CENTRAL PARK,2016-02-17,7.38,0,0,0,39,35
NY CITY CENTRAL PARK,2016-02-18,7.16,0,0,0,36,27
NY CITY CENTRAL PARK,2016-02-19,5.37,0,0,0,39,24
NY CITY CENTRAL PARK,2016-02-20,7.38,0,0,0,61,39
NY CITY CENTRAL PARK,2016-02-21,4.92,0.03,0,0,55,44
NY CITY CENTRAL PARK,2016-02-22,5.14,0,0,0,52,38
NY CITY CENTRAL PARK,2016-02-23,14.54,0.3,0,0,40,35
NY CITY CENTRAL PARK,2016-02-24,10.51,1.22,0,0,60,36
NY CITY CENTRAL PARK,2016-02-25,8.95,0.02,0,0,61,37
NY CITY CENTRAL PARK,2016-02-26,8.72,0,0,0,39,27
NY CITY CENTRAL PARK,2016-02-27,6.04,0,0,0,41,26
NY CITY CENTRAL PARK,2016-02-28,7.38,0,0,0,60,38
NY CITY CENTRAL PARK,2016-02-29,8.5,0.05,0,0,61,47
NY CITY CENTRAL PARK,2016-03-01,7.61,0,0,0,52,39
NY CITY CENTRAL PARK,2016-03-02,10.51,0.14,0,0,55,29
NY CITY CENTRAL PARK,2016-03-03,5.82,0,0,0,36,26
NY CITY CENTRAL PARK,2016-03-04,8.72,0.11,0.4,0,39,30
NY CITY CENTRAL PARK,2016-03-05,4.25,0,0,0,41,28
NY CITY CENTRAL PARK,2016-03-06,3.36,0,0,0,44,32
NY CITY CENTRAL PARK,2016-03-07,7.83,0,0,0,60,36
NY CITY CENTRAL PARK,2016-03-08,3.36,0,0,0,67,47
NY CITY CENTRAL PARK,2016-03-09,2.24,0,0,0,77,44
NY CITY CENTRAL PARK,2016-03-10,4.92,0,0,0,79,63
NY CITY CENTRAL PARK,2016-03-11,6.04,0.06,0,0,68,48
NY CITY CENTRAL PARK,2016-03-12,5.14,0,0,0,59,40
NY CITY CENTRAL PARK,2016-03-13,3.58,0,0,0,62,50
NY CITY CENTRAL PARK,2016-03-14,14.09,0.29,0,0,51,40
NY CITY CENTRAL PARK,2016-03-15,5.37,0,0,0,57,44
NY CITY CENTRAL PARK,2016-03-16,3.58,0.02,0,0,65,48
NY CITY CENTRAL PARK,2016-03-17,4.92,0,0,0,63,45
NY CITY CENTRAL PARK,2016-03-18,8.72,0,0,0,57,42
NY CITY CENTRAL PARK,2016-03-19,5.14,0,0,0,46,36
NY CITY CENTRAL PARK,2016-03-20,9.62,0.07,0,0,43,32
NY CITY CENTRAL PARK,2016-03-21,8.05,0.06,0.5,0,50,32
NY CITY CENTRAL PARK,2016-03-22,6.93,0,0,0,56,35
NY CITY CENTRAL PARK,2016-03-23,6.04,0,0,0,71,48
NY CITY CENTRAL PARK,2016-03-24,9.17,0,0,0,55,44
NY CITY CENTRAL PARK,2016-03-25,3.8,0.04,0,0,72,44
NY CITY CENTRAL PARK,2016-03-26,6.49,0,0,0,55,38
NY CITY CENTRAL PARK,2016-03-27,5.59,0,0,0,55,43
NY CITY CENTRAL PARK,2016-03-28,10.07,0.38,0,0,62,42
NY CITY CENTRAL PARK,2016-03-29,11.63,0,0,0,53,40
NY CITY CENTRAL PARK,2016-03-30,5.37,0,0,0,56,37
NY CITY CENTRAL PARK,2016-03-31,6.71,0,0,0,73,49
NY CITY CENTRAL PARK,2016-04-01,6.71,0.02,0,0,79,61
NY CITY CENTRAL PARK,2016-04-02,4.92,0.16,0,0,61,49
NY CITY CENTRAL PARK,2016-04-03,12.75,0.09,0,0,50,34
NY CITY CENTRAL PARK,2016-04-04,7.16,0.47,0,0,45,29
NY CITY CENTRAL PARK,2016-04-05,8.28,0,0,0,43,26
NY CITY CENTRAL PARK,2016-04-06,6.04,0,0,0,48,30
NY CITY CENTRAL PARK,2016-04-07,6.93,0.09,0,0,58,48
NY CITY CENTRAL PARK,2016-04-08,7.16,0.01,0,0,50,40
NY CITY CENTRAL PARK,2016-04-09,6.49,0.11,0,0,43,36
NY CITY CENTRAL PARK,2016-04-10,4.92,0,0,0,50,31
NY CITY CENTRAL PARK,2016-04-11,6.93,0.01,0,0,65,43
NY CITY CENTRAL PARK,2016-04-12,5.82,0.2,0,0,59,45
NY CITY CENTRAL PARK,2016-04-13,4.47,0,0,0,58,40
NY CITY CENTRAL PARK,2016-04-14,6.49,0,0,0,62,43
NY CITY CENTRAL PARK,2016-04-15,3.8,0,0,0,65,42
NY CITY CENTRAL PARK,2016-04-16,4.92,0,0,0,68,43
NY CITY CENTRAL PARK,2016-04-17,2.91,0,0,0,75,44
NY CITY CENTRAL PARK,2016-04-18,3.8,0,0,0,82,51
NY CITY CENTRAL PARK,2016-04-19,7.61,0,0,0,73,55
NY CITY CENTRAL PARK,2016-04-20,6.04,0,0,0,69,49
NY CITY CENTRAL PARK,2016-04-21,5.59,0,0,0,73,49
NY CITY CENTRAL PARK,2016-04-22,4.25,0,0,0,79,62
NY CITY CENTRAL PARK,2016-04-23,7.16,0.16,0,0,71,54
NY CITY CENTRAL PARK,2016-04-24,5.82,0,0,0,68,47
NY CITY CENTRAL PARK,2016-04-25,4.03,0,0,0,69,50
NY CITY CENTRAL PARK,2016-04-26,7.16,0.24,0,0,60,47
NY CITY CENTRAL PARK,2016-04-27,4.25,0,0,0,62,46
NY CITY CENTRAL PARK,2016-04-28,4.7,0,0,0,59,48
NY CITY CENTRAL PARK,2016-04-29,5.82,0.05,0,0,58,45
NY CITY CENTRAL PARK,2016-04-30,5.82,0,0,0,65,46
NY CITY CENTRAL PARK,2016-05-01,4.92,0.16,0,0,51,45
NY CITY CENTRAL PARK,2016-05-02,2.24,0.04,0,0,60,45
NY CITY CENTRAL PARK,2016-05-03,6.04,0.61,0,0,56,51
NY CITY CENTRAL PARK,2016-05-04,8.72,0.01,0,0,52,48
NY CITY CENTRAL PARK,2016-05-05,8.28,0,0,0,57,46
NY CITY CENTRAL PARK,2016-05-06,7.83,0.54,0,0,54,48
NY CITY CENTRAL PARK,2016-05-07,4.47,0,0,0,60,48
NY CITY CENTRAL PARK,2016-05-08,4.7,0.16,0,0,66,49
NY CITY CENTRAL PARK,2016-05-09,5.14,0,0,0,72,52
NY CITY CENTRAL PARK,2016-05-10,4.92,0,0,0,63,50
NY CITY CENTRAL PARK,2016-05-11,2.46,0,0,0,76,50
NY CITY CENTRAL PARK,2016-05-12,3.36,0,0,0,80,56
NY CITY CENTRAL PARK,2016-05-13,NA,0.25,0,0,65,57
NY CITY CENTRAL PARK,2016-05-14,NA,0,0,0,73,56
NY CITY CENTRAL PARK,2016-05-15,NA,0,0,0,59,46
NY CITY CENTRAL PARK,2016-05-16,NA,0,0,0,66,43
NY CITY CENTRAL PARK,2016-05-17,3.8,0,0,0,64,52
NY CITY CENTRAL PARK,2016-05-18,NA,0,0,0,68,52
NY CITY CENTRAL PARK,2016-05-19,1.34,0,0,0,73,54
NY CITY CENTRAL PARK,2016-05-20,4.47,0,0,0,76,53
NY CITY CENTRAL PARK,2016-05-21,3.8,0.04,0,0,66,54
NY CITY CENTRAL PARK,2016-05-22,3.58,0.09,0,0,70,52
NY CITY CENTRAL PARK,2016-05-23,2.46,0.02,0,0,78,56
NY CITY CENTRAL PARK,2016-05-24,2.01,0.18,0,0,73,58
NY CITY CENTRAL PARK,2016-05-25,4.25,0,0,0,88,61
NY CITY CENTRAL PARK,2016-05-26,3.58,0,0,0,90,69
NY CITY CENTRAL PARK,2016-05-27,3.8,0,0,0,87,73
NY CITY CENTRAL PARK,2016-05-28,4.47,0,0,0,92,71
NY CITY CENTRAL PARK,2016-05-29,4.92,0,0,0,87,70
NY CITY CENTRAL PARK,2016-05-30,3.13,1.65,0,0,82,68
NY CITY CENTRAL PARK,2016-05-31,3.13,0,0,0,85,71
NY CITY CENTRAL PARK,2016-06-01,6.04,0,0,0,83,66
NY CITY CENTRAL PARK,2016-06-02,4.7,0,0,0,78,62
NY CITY CENTRAL PARK,2016-06-03,1.34,0.04,0,0,70,63
NY CITY CENTRAL PARK,2016-06-04,2.46,0.4,0,0,83,66
NY CITY CENTRAL PARK,2016-06-05,3.36,0.91,0,0,71,65
NY CITY CENTRAL PARK,2016-06-06,5.59,0,0,0,83,65
NY CITY CENTRAL PARK,2016-06-07,5.14,0,0,0,85,64
NY CITY CENTRAL PARK,2016-06-08,7.61,0.45,0,0,67,52
NY CITY CENTRAL PARK,2016-06-09,8.95,0,0,0,71,54
NY CITY CENTRAL PARK,2016-06-10,5.37,0,0,0,77,57
NY CITY CENTRAL PARK,2016-06-11,3.36,0,0,0,88,59
NY CITY CENTRAL PARK,2016-06-12,8.05,0,0,0,83,62
NY CITY CENTRAL PARK,2016-06-13,7.38,0,0,0,74,57
NY CITY CENTRAL PARK,2016-06-14,4.25,0,0,0,79,58
NY CITY CENTRAL PARK,2016-06-15,2.46,0,0,0,85,62
NY CITY CENTRAL PARK,2016-06-16,1.79,0.22,0,0,74,65
NY CITY CENTRAL PARK,2016-06-17,4.7,0,0,0,78,63
NY CITY CENTRAL PARK,2016-06-18,2.68,0,0,0,87,61
NY CITY CENTRAL PARK,2016-06-19,2.91,0,0,0,88,66
NY CITY CENTRAL PARK,2016-06-20,3.13,0,0,0,84,64
NY CITY CENTRAL PARK,2016-06-21,4.92,0,0,0,87,72
NY CITY CENTRAL PARK,2016-06-22,4.03,0,0,0,86,68
NY CITY CENTRAL PARK,2016-06-23,2.01,0,0,0,83,69
NY CITY CENTRAL PARK,2016-06-24,6.26,0,0,0,84,67
NY CITY CENTRAL PARK,2016-06-25,3.58,0,0,0,86,64
NY CITY CENTRAL PARK,2016-06-26,2.46,0,0,0,87,67
NY CITY CENTRAL PARK,2016-06-27,4.92,0.45,0,0,83,67
NY CITY CENTRAL PARK,2016-06-28,3.58,0.12,0,0,76,68
NY CITY CENTRAL PARK,2016-06-29,2.24,0.01,0,0,83,67
NY CITY CENTRAL PARK,2016-06-30,2.91,0,0,0,85,67
NY CITY CENTRAL PARK,2016-07-01,3.36,0.83,0,0,79,66
NY CITY CENTRAL PARK,2016-07-02,5.37,0,0,0,76,63
NY CITY CENTRAL PARK,2016-07-03,3.13,0,0,0,78,64
NY CITY CENTRAL PARK,2016-07-04,3.13,0.49,0,0,84,66
NY CITY CENTRAL PARK,2016-07-05,2.91,0.66,0,0,86,69
NY CITY CENTRAL PARK,2016-07-06,2.46,0,0,0,91,75
NY CITY CENTRAL PARK,2016-07-07,2.01,0.04,0,0,89,77
NY CITY CENTRAL PARK,2016-07-08,5.37,0.08,0,0,86,67
NY CITY CENTRAL PARK,2016-07-09,4.03,0.53,0,0,72,65
NY CITY CENTRAL PARK,2016-07-10,4.25,0,0,0,80,66
NY CITY CENTRAL PARK,2016-07-11,3.36,0,0,0,81,65
NY CITY CENTRAL PARK,2016-07-12,4.25,0,0,0,82,68
NY CITY CENTRAL PARK,2016-07-13,4.7,0,0,0,85,71
NY CITY CENTRAL PARK,2016-07-14,2.91,0.62,0,0,88,73
NY CITY CENTRAL PARK,2016-07-15,4.47,0,0,0,88,79
NY CITY CENTRAL PARK,2016-07-16,4.25,0,0,0,90,75
NY CITY CENTRAL PARK,2016-07-17,2.68,0,0,0,89,75
NY CITY CENTRAL PARK,2016-07-18,5.82,0.35,0,0,93,72
NY CITY CENTRAL PARK,2016-07-19,4.92,0,0,0,83,73
NY CITY CENTRAL PARK,2016-07-20,3.13,0,0,0,85,68
NY CITY CENTRAL PARK,2016-07-21,5.14,0,0,0,90,71
NY CITY CENTRAL PARK,2016-07-22,6.49,0,0,0,94,74
NY CITY CENTRAL PARK,2016-07-23,4.92,0,0,0,96,80
NY CITY CENTRAL PARK,2016-07-24,4.03,0,0,0,94,75
NY CITY CENTRAL PARK,2016-07-25,3.36,1,0,0,93,73
NY CITY CENTRAL PARK,2016-07-26,4.25,0,0,0,89,72
NY CITY CENTRAL PARK,2016-07-27,2.01,0,0,0,91,74
NY CITY CENTRAL PARK,2016-07-28,3.13,0,0,0,95,75
NY CITY CENTRAL PARK,2016-07-29,4.25,1.09,0,0,85,69
NY CITY CENTRAL PARK,2016-07-30,3.58,0.25,0,0,84,73
NY CITY CENTRAL PARK,2016-07-31,4.25,1.08,0,0,78,71
NY CITY CENTRAL PARK,2016-08-01,4.92,0,0,0,80,69
NY CITY CENTRAL PARK,2016-08-02,6.93,0,0,0,79,68
NY CITY CENTRAL PARK,2016-08-03,2.91,0,0,0,80,66
NY CITY CENTRAL PARK,2016-08-04,2.01,0,0,0,81,67
NY CITY CENTRAL PARK,2016-08-05,3.8,0,0,0,83,69
NY CITY CENTRAL PARK,2016-08-06,5.14,0.05,0,0,87,72
NY CITY CENTRAL PARK,2016-08-07,4.03,0,0,0,86,70
NY CITY CENTRAL PARK,2016-08-08,1.34,0,0,0,86,71
NY CITY CENTRAL PARK,2016-08-09,2.68,0,0,0,87,71
NY CITY CENTRAL PARK,2016-08-10,4.03,0.09,0,0,86,75
NY CITY CENTRAL PARK,2016-08-11,4.47,0.15,0,0,91,74
NY CITY CENTRAL PARK,2016-08-12,5.14,0.32,0,0,93,73
NY CITY CENTRAL PARK,2016-08-13,4.03,0,0,0,96,81
NY CITY CENTRAL PARK,2016-08-14,3.8,0.06,0,0,94,78
NY CITY CENTRAL PARK,2016-08-15,2.91,0,0,0,92,77
NY CITY CENTRAL PARK,2016-08-16,4.03,0.11,0,0,87,78
NY CITY CENTRAL PARK,2016-08-17,5.37,0.01,0,0,85,77
NY CITY CENTRAL PARK,2016-08-18,1.57,0.03,0,0,85,72
NY CITY CENTRAL PARK,2016-08-19,2.24,0.01,0,0,88,74
NY CITY CENTRAL PARK,2016-08-20,4.7,0.82,0,0,83,70
NY CITY CENTRAL PARK,2016-08-21,4.25,0.31,0,0,86,73
NY CITY CENTRAL PARK,2016-08-22,5.82,0,0,0,79,65
NY CITY CENTRAL PARK,2016-08-23,1.79,0,0,0,82,61
NY CITY CENTRAL PARK,2016-08-24,NA,0,0,0,88,68
NY CITY CENTRAL PARK,2016-08-25,NA,0.01,0,0,86,69
NY CITY CENTRAL PARK,2016-08-26,NA,0,0,0,90,75
NY CITY CENTRAL PARK,2016-08-27,2.68,0,0,0,89,73
NY CITY CENTRAL PARK,2016-08-28,2.46,0,0,0,89,72
NY CITY CENTRAL PARK,2016-08-29,5.37,0,0,0,91,74
NY CITY CENTRAL PARK,2016-08-30,3.13,0,0,0,86,69
NY CITY CENTRAL PARK,2016-08-31,3.36,0,0,0,89,74
NY CITY CENTRAL PARK,2016-09-01,1.79,0.5,0,0,79,69
NY CITY CENTRAL PARK,2016-09-02,6.04,0,0,0,81,66
NY CITY CENTRAL PARK,2016-09-03,6.71,0,0,0,75,66
NY CITY CENTRAL PARK,2016-09-04,6.71,0,0,0,80,65
NY CITY CENTRAL PARK,2016-09-05,7.61,0,0,0,84,65
NY CITY CENTRAL PARK,2016-09-06,9.62,0,0,0,80,71
NY CITY CENTRAL PARK,2016-09-07,6.49,0,0,0,85,71
NY CITY CENTRAL PARK,2016-09-08,2.68,0,0,0,89,71
NY CITY CENTRAL PARK,2016-09-09,3.8,0.22,0,0,91,75
NY CITY CENTRAL PARK,2016-09-10,4.03,0,0,0,90,74
NY CITY CENTRAL PARK,2016-09-11,5.82,0,0,0,83,67
NY CITY CENTRAL PARK,2016-09-12,4.25,0,0,0,78,62
NY CITY CENTRAL PARK,2016-09-13,4.03,0,0,0,83,64
NY CITY CENTRAL PARK,2016-09-14,4.92,0.56,0,0,91,67
NY CITY CENTRAL PARK,2016-09-15,4.92,0,0,0,74,61
NY CITY CENTRAL PARK,2016-09-16,2.68,0,0,0,73,61
NY CITY CENTRAL PARK,2016-09-17,3.36,0,0,0,77,59
NY CITY CENTRAL PARK,2016-09-18,3.58,0,0,0,82,70
NY CITY CENTRAL PARK,2016-09-19,2.46,0.68,0,0,76,69
NY CITY CENTRAL PARK,2016-09-20,2.24,0,0,0,82,68
NY CITY CENTRAL PARK,2016-09-21,3.8,0,0,0,84,68
NY CITY CENTRAL PARK,2016-09-22,2.46,0,0,0,86,65
NY CITY CENTRAL PARK,2016-09-23,1.79,0.01,0,0,87,64
NY CITY CENTRAL PARK,2016-09-24,5.14,0.2,0,0,71,58
NY CITY CENTRAL PARK,2016-09-25,2.91,0,0,0,70,54
NY CITY CENTRAL PARK,2016-09-26,4.47,0,0,0,74,54
NY CITY CENTRAL PARK,2016-09-27,3.13,0.22,0,0,74,64
NY CITY CENTRAL PARK,2016-09-28,8.05,0,0,0,69,56
NY CITY CENTRAL PARK,2016-09-29,11.18,0,0,0,64,57
NY CITY CENTRAL PARK,2016-09-30,9.62,0.4,0,0,59,56
NY CITY CENTRAL PARK,2016-10-01,7.61,0,0,0,62,56
NY CITY CENTRAL PARK,2016-10-02,2.68,0,0,0,63,57
NY CITY CENTRAL PARK,2016-10-03,2.24,0,0,0,72,60
NY CITY CENTRAL PARK,2016-10-04,7.61,0,0,0,69,60
NY CITY CENTRAL PARK,2016-10-05,4.7,0,0,0,67,53
NY CITY CENTRAL PARK,2016-10-06,2.01,0,0,0,73,55
NY CITY CENTRAL PARK,2016-10-07,2.46,0,0,0,75,57
NY CITY CENTRAL PARK,2016-10-08,2.01,0.23,0,0,68,58
NY CITY CENTRAL PARK,2016-10-09,7.38,0.55,0,0,65,51
NY CITY CENTRAL PARK,2016-10-10,4.7,0,0,0,64,47
NY CITY CENTRAL PARK,2016-10-11,3.58,0,0,0,63,46
NY CITY CENTRAL PARK,2016-10-12,1.12,0,0,0,66,53
NY CITY CENTRAL PARK,2016-10-13,2.91,0,0,0,67,53
NY CITY CENTRAL PARK,2016-10-14,4.7,0,0,0,62,47
NY CITY CENTRAL PARK,2016-10-15,3.13,0,0,0,65,45
NY CITY CENTRAL PARK,2016-10-16,4.03,0,0,0,69,53
NY CITY CENTRAL PARK,2016-10-17,2.68,0,0,0,81,63
NY CITY CENTRAL PARK,2016-10-18,4.03,0,0,0,81,67
NY CITY CENTRAL PARK,2016-10-19,4.47,0,0,0,85,65
NY CITY CENTRAL PARK,2016-10-20,6.26,0,0,0,70,62
NY CITY CENTRAL PARK,2016-10-21,2.24,1.11,0,0,69,57
NY CITY CENTRAL PARK,2016-10-22,10.51,0.29,0,0,57,47
NY CITY CENTRAL PARK,2016-10-23,8.5,0,0,0,61,45
NY CITY CENTRAL PARK,2016-10-24,6.04,0,0,0,62,47
NY CITY CENTRAL PARK,2016-10-25,6.49,0,0,0,52,43
NY CITY CENTRAL PARK,2016-10-26,4.03,0,0,0,51,38
NY CITY CENTRAL PARK,2016-10-27,5.14,1.41,0,0,55,40
NY CITY CENTRAL PARK,2016-10-28,8.28,0,0,0,51,42
NY CITY CENTRAL PARK,2016-10-29,4.25,0,0,0,64,39
NY CITY CENTRAL PARK,2016-10-30,3.8,0.56,0,0,76,54
NY CITY CENTRAL PARK,2016-10-31,4.92,0,0,0,54,44
NY CITY CENTRAL PARK,2016-11-01,3.13,0,0,0,58,40
NY CITY CENTRAL PARK,2016-11-02,3.13,0,0,0,70,54
NY CITY CENTRAL PARK,2016-11-03,5.14,0,0,0,72,57
NY CITY CENTRAL PARK,2016-11-04,4.7,0,0,0,61,47
NY CITY CENTRAL PARK,2016-11-05,3.13,0,0,0,62,44
NY CITY CENTRAL PARK,2016-11-06,7.61,0,0,0,59,45
NY CITY CENTRAL PARK,2016-11-07,5.37,0,0,0,53,41
NY CITY CENTRAL PARK,2016-11-08,2.46,0,0,0,66,41
NY CITY CENTRAL PARK,2016-11-09,3.58,0.06,0,0,59,49
NY CITY CENTRAL PARK,2016-11-10,5.82,0,0,0,56,40
NY CITY CENTRAL PARK,2016-11-11,8.28,0,0,0,63,41
NY CITY CENTRAL PARK,2016-11-12,5.37,0,0,0,50,37
NY CITY CENTRAL PARK,2016-11-13,5.37,0,0,0,61,41
NY CITY CENTRAL PARK,2016-11-14,3.58,0,0,0,62,46
NY CITY CENTRAL PARK,2016-11-15,5.59,1.81,0,0,56,47
NY CITY CENTRAL PARK,2016-11-16,4.03,0,0,0,61,45
NY CITY CENTRAL PARK,2016-11-17,4.25,0,0,0,61,49
NY CITY CENTRAL PARK,2016-11-18,2.46,0,0,0,64,44
NY CITY CENTRAL PARK,2016-11-19,4.92,0.25,0,0,63,37
NY CITY CENTRAL PARK,2016-11-20,10.29,0.31,0,0,42,34
NY CITY CENTRAL PARK,2016-11-21,13.2,0,0,0,41,36
NY CITY CENTRAL PARK,2016-11-22,9.62,0,0,0,41,37
NY CITY CENTRAL PARK,2016-11-23,4.92,0,0,0,45,35
NY CITY CENTRAL PARK,2016-11-24,4.47,0.03,0,0,48,38
NY CITY CENTRAL PARK,2016-11-25,2.01,0.02,0,0,54,45
NY CITY CENTRAL PARK,2016-11-26,4.47,0,0,0,50,40
NY CITY CENTRAL PARK,2016-11-27,4.7,0,0,0,50,39
NY CITY CENTRAL PARK,2016-11-28,3.36,0,0,0,52,38
NY CITY CENTRAL PARK,2016-11-29,4.92,2.2,0,0,60,51
NY CITY CENTRAL PARK,2016-11-30,6.26,0.73,0,0,58,50
NY CITY CENTRAL PARK,2016-12-01,7.61,0.07,0,0,54,42
NY CITY CENTRAL PARK,2016-12-02,8.72,0,0,0,51,40
NY CITY CENTRAL PARK,2016-12-03,8.72,0,0,0,47,41
NY CITY CENTRAL PARK,2016-12-04,4.92,0,0,0,47,39
NY CITY CENTRAL PARK,2016-12-05,5.59,0.19,0,0,49,38
NY CITY CENTRAL PARK,2016-12-06,5.37,0.35,0,0,46,37
NY CITY CENTRAL PARK,2016-12-07,3.8,0.09,0,0,46,40
NY CITY CENTRAL PARK,2016-12-08,NA,0,0,0,45,35
NY CITY CENTRAL PARK,2016-12-09,NA,0,0,0,39,29
NY CITY CENTRAL PARK,2016-12-10,6.04,0,0,0,35,28
NY CITY CENTRAL PARK,2016-12-11,4.03,0.03,0.4,0,35,28
NY CITY CENTRAL PARK,2016-12-12,6.26,0.5,0,0,46,34
NY CITY CENTRAL PARK,2016-12-13,4.03,0,0,0,43,35
NY CITY CENTRAL PARK,2016-12-14,5.59,0,0,0,42,34
NY CITY CENTRAL PARK,2016-12-15,10.96,0,0,0,34,19
NY CITY CENTRAL PARK,2016-12-16,6.04,0,0,0,27,17
NY CITY CENTRAL PARK,2016-12-17,4.25,0.73,2.8,2,39,24
NY CITY CENTRAL PARK,2016-12-18,7.38,0.04,0,1.2,58,31
NY CITY CENTRAL PARK,2016-12-19,6.71,0,0,0,31,23
NY CITY CENTRAL PARK,2016-12-20,3.13,0,0,0,33,20
NY CITY CENTRAL PARK,2016-12-21,2.91,0,0,0,40,30
NY CITY CENTRAL PARK,2016-12-22,6.26,0,0,0,49,37
NY CITY CENTRAL PARK,2016-12-23,6.49,0,0,0,47,38
NY CITY CENTRAL PARK,2016-12-24,4.92,0.47,0,0,47,38
NY CITY CENTRAL PARK,2016-12-25,6.26,0,0,0,50,36
NY CITY CENTRAL PARK,2016-12-26,6.49,0.02,0,0,50,33
NY CITY CENTRAL PARK,2016-12-27,7.16,0,0,0,60,40
NY CITY CENTRAL PARK,2016-12-28,5.14,0,0,0,40,34
NY CITY CENTRAL PARK,2016-12-29,5.37,0.39,0,0,46,33
NY CITY CENTRAL PARK,2016-12-30,9.4,0.01,0,0,40,33
NY CITY CENTRAL PARK,2016-12-31,6.93,0,0,0,44,31
